"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Pharmaceutical products",630,"Glands and Other Organs",63001,"Chemical Products",6,15258865,2009
"Pharmaceutical products",630,"Vaccines, blood, antisera, toxins and cultures",63002,"Chemical Products",6,249975367,2009
"Pharmaceutical products",630,"Unpackaged Medicaments",63003,"Chemical Products",6,22271243,2009
"Pharmaceutical products",630,"Packaged Medicaments",63004,"Chemical Products",6,1560422219,2009
"Pharmaceutical products",630,"Bandages",63005,"Chemical Products",6,18631077,2009
"Pharmaceutical products",630,"Special Pharmaceuticals",63006,"Chemical Products",6,64350610,2009
"Fertilizers",631,"Animal or Vegetable Fertilizers",63101,"Chemical Products",6,7181237,2009
"Fertilizers",631,"Nitrogenous Fertilizers",63102,"Chemical Products",6,3904859,2009
"Fertilizers",631,"Phosphatic Fertilizers",63103,"Chemical Products",6,144929,2009
"Fertilizers",631,"Potassic Fertilizers",63104,"Chemical Products",6,77765345,2009
"Fertilizers",631,"Mixed Mineral or Chemical Fertilizers",63105,"Chemical Products",6,71955682,2009
"Paints, dyes, & varnishes",632,"Vegetable Tanning Extracts",63201,"Chemical Products",6,1787408,2009
"Paints, dyes, & varnishes",632,"Synthetic Tanning Extracts",63202,"Chemical Products",6,1054773,2009
"Paints, dyes, & varnishes",632,"Vegetable or Animal Dyes",63203,"Chemical Products",6,1716114,2009
"Paints, dyes, & varnishes",632,"Synthetic Coloring Matter",63204,"Chemical Products",6,30154643,2009
"Paints, dyes, & varnishes",632,"Lake Pigments",63205,"Chemical Products",6,3836082,2009
"Paints, dyes, & varnishes",632,"Other Coloring Matter",63206,"Chemical Products",6,40171110,2009
"Paints, dyes, & varnishes",632,"Prepared Pigments",63207,"Chemical Products",6,10267844,2009
"Paints, dyes, & varnishes",632,"Nonaqueous Paints",63208,"Chemical Products",6,28568341,2009
"Paints, dyes, & varnishes",632,"Aqueous Paints",63209,"Chemical Products",6,7600799,2009
"Paints, dyes, & varnishes",632,"Other Paints",63210,"Chemical Products",6,1246066,2009
"Paints, dyes, & varnishes",632,"Prepared Paint Driers",63211,"Chemical Products",6,1652594,2009
"Paints, dyes, & varnishes",632,"Nonaqueous Pigments",63212,"Chemical Products",6,7922200,2009
"Paints, dyes, & varnishes",632,"Artistry Paints",63213,"Chemical Products",6,565405,2009
"Paints, dyes, & varnishes",632,"Glaziers Putty",63214,"Chemical Products",6,9150287,2009
"Paints, dyes, & varnishes",632,"Ink",63215,"Chemical Products",6,46472869,2009
"Perfumery & cosmetics",633,"Essential Oils",63301,"Chemical Products",6,12265751,2009
"Perfumery & cosmetics",633,"Scented Mixtures",63302,"Chemical Products",6,101843850,2009
"Perfumery & cosmetics",633,"Perfumes",63303,"Chemical Products",6,59834529,2009
"Perfumery & cosmetics",633,"Beauty Products",63304,"Chemical Products",6,91815988,2009
"Perfumery & cosmetics",633,"Hair Products",63305,"Chemical Products",6,154476611,2009
"Perfumery & cosmetics",633,"Dental Products",63306,"Chemical Products",6,42735697,2009
"Perfumery & cosmetics",633,"Shaving Products",63307,"Chemical Products",6,80038562,2009
"Soap, cleaners, candles, dental, modelling pastes",634,"Soap",63401,"Chemical Products",6,71019245,2009
"Soap, cleaners, candles, dental, modelling pastes",634,"Cleaning Products",63402,"Chemical Products",6,65852791,2009
"Soap, cleaners, candles, dental, modelling pastes",634,"Lubricating Products",63403,"Chemical Products",6,39564878,2009
"Soap, cleaners, candles, dental, modelling pastes",634,"Waxes",63404,"Chemical Products",6,16632110,2009
"Soap, cleaners, candles, dental, modelling pastes",634,"Polishes and Creams",63405,"Chemical Products",6,16409274,2009
"Soap, cleaners, candles, dental, modelling pastes",634,"Candles",63406,"Chemical Products",6,3640932,2009
"Soap, cleaners, candles, dental, modelling pastes",634,"Pastes and Waxes",63407,"Chemical Products",6,1166224,2009
"Glues, starches, & albuminoid products",635,"Casein",63501,"Chemical Products",6,4090078,2009
"Glues, starches, & albuminoid products",635,"Water Soluble Proteins",63502,"Chemical Products",6,1959659,2009
"Glues, starches, & albuminoid products",635,"Gelatin",63503,"Chemical Products",6,11169741,2009
"Glues, starches, & albuminoid products",635,"Peptones",63504,"Chemical Products",6,10927414,2009
"Glues, starches, & albuminoid products",635,"Dextrins",63505,"Chemical Products",6,3757638,2009
"Glues, starches, & albuminoid products",635,"Glues",63506,"Chemical Products",6,27580197,2009
"Glues, starches, & albuminoid products",635,"Enzymes",63507,"Chemical Products",6,17614837,2009
"Explosives, matches, & fireworks",636,"Prepared Explosives",63602,"Chemical Products",6,1464919,2009
"Explosives, matches, & fireworks",636,"Detonating Fuses",63603,"Chemical Products",6,1559921,2009
"Explosives, matches, & fireworks",636,"Fireworks",63604,"Chemical Products",6,6672941.999999999,2009
"Explosives, matches, & fireworks",636,"Matches",63605,"Chemical Products",6,945,2009
"Explosives, matches, & fireworks",636,"Pyrophoric Alloys",63606,"Chemical Products",6,358262,2009
"Photo & movie goods",637,"Photographic Plates",63701,"Chemical Products",6,28848205,2009
"Photo & movie goods",637,"Photographic Film",63702,"Chemical Products",6,6916782,2009
"Photo & movie goods",637,"Photographic Paper",63703,"Chemical Products",6,6931815,2009
"Photo & movie goods",637,"Undeveloped Exposed Photographic Material",63704,"Chemical Products",6,334885,2009
"Photo & movie goods",637,"Developed Exposed Photographic Material",63705,"Chemical Products",6,708940,2009
"Photo & movie goods",637,"Motion-picture film, exposed and developed",63706,"Chemical Products",6,3871037.9999999995,2009
"Photo & movie goods",637,"Photographic Chemicals",63707,"Chemical Products",6,10823795,2009
"Chemical products n.e.s.",638,"Artificial Graphite",63801,"Chemical Products",6,5984286,2009
"Chemical products n.e.s.",638,"Activated Carbon",63802,"Chemical Products",6,5930143,2009
"Chemical products n.e.s.",638,"Tall Oil",63803,"Chemical Products",6,192687,2009
"Chemical products n.e.s.",638,"Wood Pulp Lyes",63804,"Chemical Products",6,4039372,2009
"Chemical products n.e.s.",638,"Turpentine",63805,"Chemical Products",6,3055798.0000000005,2009
"Chemical products n.e.s.",638,"Rosin",63806,"Chemical Products",6,2963778,2009
"Chemical products n.e.s.",638,"Wood Tar, Oils and Pitch",63807,"Chemical Products",6,248115,2009
"Chemical products n.e.s.",638,"Pesticides",63808,"Chemical Products",6,94884241,2009
"Chemical products n.e.s.",638,"Dyeing Finishing Agents",63809,"Chemical Products",6,10709217,2009
"Chemical products n.e.s.",638,"Metal Pickling Preparations",63810,"Chemical Products",6,2000230,2009
"Chemical products n.e.s.",638,"Antiknock",63811,"Chemical Products",6,82571327,2009
"Chemical products n.e.s.",638,"Prepared Rubber Accelerators",63812,"Chemical Products",6,10664481,2009
"Chemical products n.e.s.",638,"Fire Extinguishers Preparations",63813,"Chemical Products",6,1756955,2009
"Chemical products n.e.s.",638,"Organic Composite Solvents",63814,"Chemical Products",6,1483972,2009
"Chemical products n.e.s.",638,"Reaction and Catalytic Products",63815,"Chemical Products",6,76882030,2009
"Chemical products n.e.s.",638,"Refractory Cements",63816,"Chemical Products",6,17088862,2009
"Chemical products n.e.s.",638,"Alkylbenzenes and Alkylnaphthalenes",63817,"Chemical Products",6,479170.00000000006,2009
"Chemical products n.e.s.",638,"Disc Chemicals for Electronics",63818,"Chemical Products",6,752898,2009
"Chemical products n.e.s.",638,"Hydraulic Brake Fluid",63819,"Chemical Products",6,1786091,2009
"Chemical products n.e.s.",638,"Antifreeze",63820,"Chemical Products",6,1555754,2009
"Chemical products n.e.s.",638,"Micro-Organism Culture Preparations",63821,"Chemical Products",6,2066540,2009
"Chemical products n.e.s.",638,"Laboratory Reagents",63822,"Chemical Products",6,60729455,2009
"Chemical products n.e.s.",638,"Industrial Fatty Acids, Oils and Alcohols",63823,"Chemical Products",6,7690138,2009
"Chemical products n.e.s.",638,"Prepr binder for foundry",63824,"Chemical Products",6,43226830,2009
"Plastics & articles thereof",739,"Ethylene Polymers",73901,"Plastics and Rubbers",7,31329097,2009
"Plastics & articles thereof",739,"Propylene Polymers",73902,"Plastics and Rubbers",7,12072221,2009
"Plastics & articles thereof",739,"Styrene Polymers",73903,"Plastics and Rubbers",7,29142610,2009
"Plastics & articles thereof",739,"Vinyl Chloride Polymers",73904,"Plastics and Rubbers",7,29796807,2009
"Plastics & articles thereof",739,"Other Vinyl Polymers",73905,"Plastics and Rubbers",7,8341177,2009
"Plastics & articles thereof",739,"Acrylic Polymers",73906,"Plastics and Rubbers",7,42270963,2009
"Plastics & articles thereof",739,"Polyacetals",73907,"Plastics and Rubbers",7,147923962,2009
"Plastics & articles thereof",739,"Polyamides",73908,"Plastics and Rubbers",7,1973682,2009
"Plastics & articles thereof",739,"Amino-resins",73909,"Plastics and Rubbers",7,21932321,2009
"Plastics & articles thereof",739,"Silicone",73910,"Plastics and Rubbers",7,11692334,2009
"Plastics & articles thereof",739,"Petroleum Resins",73911,"Plastics and Rubbers",7,7510165,2009
"Plastics & articles thereof",739,"Cellulose",73912,"Plastics and Rubbers",7,44853601,2009
"Plastics & articles thereof",739,"Natural Polymers",73913,"Plastics and Rubbers",7,5885248,2009
"Plastics & articles thereof",739,"Polymer Ion-Exchangers",73914,"Plastics and Rubbers",7,1869792,2009
"Plastics & articles thereof",739,"Scrap Plastic",73915,"Plastics and Rubbers",7,237439,2009
"Plastics & articles thereof",739,"Monofilament",73916,"Plastics and Rubbers",7,6822732,2009
"Plastics & articles thereof",739,"Plastic Pipes",73917,"Plastics and Rubbers",7,101765914,2009
"Plastics & articles thereof",739,"Plastic Floor Coverings",73918,"Plastics and Rubbers",7,3465432,2009
"Plastics & articles thereof",739,"Self-adhesive Plastics",73919,"Plastics and Rubbers",7,39672540,2009
"Plastics & articles thereof",739,"Raw Plastic Sheeting",73920,"Plastics and Rubbers",7,100402327,2009
"Plastics & articles thereof",739,"Other Plastic Sheetings",73921,"Plastics and Rubbers",7,51255060,2009
"Plastics & articles thereof",739,"Plastic Wash Basins",73922,"Plastics and Rubbers",7,3877014,2009
"Plastics & articles thereof",739,"Plastic Lids",73923,"Plastics and Rubbers",7,129893524,2009
"Plastics & articles thereof",739,"Plastic Housewares",73924,"Plastics and Rubbers",7,40513780,2009
"Plastics & articles thereof",739,"Plastic Building Materials",73925,"Plastics and Rubbers",7,12881765,2009
"Plastics & articles thereof",739,"Other Plastic Products",73926,"Plastics and Rubbers",7,92371985,2009
"Rubber & articles thereof",740,"Rubber",74001,"Plastics and Rubbers",7,25052199,2009
"Rubber & articles thereof",740,"Synthetic Rubber",74002,"Plastics and Rubbers",7,67988097,2009
"Rubber & articles thereof",740,"Reclaimed Rubber",74003,"Plastics and Rubbers",7,1728404,2009
"Rubber & articles thereof",740,"Scrap Rubber",74004,"Plastics and Rubbers",7,192040,2009
"Rubber & articles thereof",740,"Compounded Unvulcanised Rubber",74005,"Plastics and Rubbers",7,4297579,2009
"Rubber & articles thereof",740,"Unvulcanised Rubber Products",74006,"Plastics and Rubbers",7,949773,2009
"Rubber & articles thereof",740,"Rubber Thread",74007,"Plastics and Rubbers",7,1141112,2009
"Rubber & articles thereof",740,"Rubber Sheets",74008,"Plastics and Rubbers",7,2570287,2009
"Rubber & articles thereof",740,"Rubber Pipes",74009,"Plastics and Rubbers",7,19697704,2009
"Rubber & articles thereof",740,"Rubber Belting",74010,"Plastics and Rubbers",7,33716320,2009
"Rubber & articles thereof",740,"Rubber Tires",74011,"Plastics and Rubbers",7,279986238,2009
"Rubber & articles thereof",740,"Used Rubber Tires",74012,"Plastics and Rubbers",7,3592942,2009
"Rubber & articles thereof",740,"Rubber Inner Tubes",74013,"Plastics and Rubbers",7,10748565,2009
"Rubber & articles thereof",740,"Pharmaceutical Rubber Products",74014,"Plastics and Rubbers",7,6175714,2009
"Rubber & articles thereof",740,"Rubber Apparel",74015,"Plastics and Rubbers",7,37870991,2009
"Rubber & articles thereof",740,"Other Rubber Products",74016,"Plastics and Rubbers",7,44305340,2009
"Rubber & articles thereof",740,"Hard Rubber",74017,"Plastics and Rubbers",7,175497,2009
"Raw hides & skin (non-fur)",841,"Equine and Bovine Hides",84101,"Animal Hides",8,481,2009
"Raw hides & skin (non-fur)",841,"Sheep Hides",84102,"Animal Hides",8,301,2009
"Raw hides & skin (non-fur)",841,"Other Hides and Skins",84103,"Animal Hides",8,25895,2009
"Raw hides & skin (non-fur)",841,"Tanned Equine and Bovine Hides",84104,"Animal Hides",8,60911037,2009
"Raw hides & skin (non-fur)",841,"Tanned Sheep Hides",84105,"Animal Hides",8,339401,2009
"Raw hides & skin (non-fur)",841,"Tanned Goat Hides",84106,"Animal Hides",8,1165649,2009
"Raw hides & skin (non-fur)",841,"Leather of Other Animals",84107,"Animal Hides",8,774612,2009
"Raw hides & skin (non-fur)",841,"Chamois Leather",84108,"Animal Hides",8,2143693,2009
"Raw hides & skin (non-fur)",841,"Patent Leather",84109,"Animal Hides",8,5149025,2009
"Raw hides & skin (non-fur)",841,"Leather Waste",84110,"Animal Hides",8,82578,2009
"Raw hides & skin (non-fur)",841,"Leather Sheets",84111,"Animal Hides",8,1230252,2009
"Leather articles",842,"Saddlery",84201,"Animal Hides",8,906271,2009
"Leather articles",842,"Trunks and Cases",84202,"Animal Hides",8,99499065,2009
"Leather articles",842,"Leather Apparel",84203,"Animal Hides",8,11581568,2009
"Leather articles",842,"Leather Used in Machinery",84204,"Animal Hides",8,2079327,2009
"Leather articles",842,"Other Leather Articles",84205,"Animal Hides",8,2275693,2009
"Leather articles",842,"Articles of Gut",84206,"Animal Hides",8,371710,2009
"Furskins, articifial fur, & articles",843,"Raw Furskins",84301,"Animal Hides",8,15225,2009
"Furskins, articifial fur, & articles",843,"Tanned Furskins",84302,"Animal Hides",8,238902,2009
"Furskins, articifial fur, & articles",843,"Furskin Apparel",84303,"Animal Hides",8,163576,2009
"Furskins, articifial fur, & articles",843,"Artificial Fur",84304,"Animal Hides",8,10100,2009
"Wood, wood articles, & charcoal",944,"Fuel Wood",94401,"Wood Products",9,142308.00000000003,2009
"Wood, wood articles, & charcoal",944,"Wood Charcoal",94402,"Wood Products",9,14273,2009
"Wood, wood articles, & charcoal",944,"Rough Wood",94403,"Wood Products",9,274030,2009
"Wood, wood articles, & charcoal",944,"Wood Stakes",94404,"Wood Products",9,13681,2009
"Wood, wood articles, & charcoal",944,"Wood Wool",94405,"Wood Products",9,33821,2009
"Wood, wood articles, & charcoal",944,"Railroad Ties",94406,"Wood Products",9,705821,2009
"Wood, wood articles, & charcoal",944,"Sawn Wood",94407,"Wood Products",9,7480859,2009
"Wood, wood articles, & charcoal",944,"Veneer Sheets",94408,"Wood Products",9,7471961,2009
"Wood, wood articles, & charcoal",944,"Shaped Wood",94409,"Wood Products",9,9243727,2009
"Wood, wood articles, & charcoal",944,"Particle Board",94410,"Wood Products",9,2662773,2009
"Wood, wood articles, & charcoal",944,"Wood Fiberboard",94411,"Wood Products",9,11640361,2009
"Wood, wood articles, & charcoal",944,"Plywood",94412,"Wood Products",9,31482389,2009
"Wood, wood articles, & charcoal",944,"Densified Wood",94413,"Wood Products",9,179026,2009
"Wood, wood articles, & charcoal",944,"Wood Frames",94414,"Wood Products",9,782446,2009
"Wood, wood articles, & charcoal",944,"Wood Crates",94415,"Wood Products",9,2846183,2009
"Wood, wood articles, & charcoal",944,"Wood Barrels",94416,"Wood Products",9,619362,2009
"Wood, wood articles, & charcoal",944,"Wooden Tool Handles",94417,"Wood Products",9,5199011,2009
"Wood, wood articles, & charcoal",944,"Wood Carpentry",94418,"Wood Products",9,14382648,2009
"Wood, wood articles, & charcoal",944,"Wood Kitchenware",94419,"Wood Products",9,940424,2009
"Wood, wood articles, & charcoal",944,"Wood Ornaments",94420,"Wood Products",9,1457961,2009
"Wood, wood articles, & charcoal",944,"Other Wood Articles",94421,"Wood Products",9,4760195,2009
"Cork & cork articles",945,"Raw Cork",94501,"Wood Products",9,408264,2009
"Cork & cork articles",945,"Debacked Cork",94502,"Wood Products",9,10253,2009
"Cork & cork articles",945,"Natural Cork Articles",94503,"Wood Products",9,124161,2009
"Cork & cork articles",945,"Agglomerated Cork",94504,"Wood Products",9,1304771,2009
"Straw & esparto manufactures",946,"Plaiting Products",94601,"Wood Products",9,947216,2009
"Straw & esparto manufactures",946,"Basketwork",94602,"Wood Products",9,1332697,2009
"Wood pulp & paper scrap",1047,"Mechanical Wood Pulp",104701,"Paper Goods",10,365698,2009
"Wood pulp & paper scrap",1047,"Sulfate Chemical Woodpulp",104703,"Paper Goods",10,81736464,2009
"Wood pulp & paper scrap",1047,"Sulfite Chemical Woodpulp",104704,"Paper Goods",10,344385.00000000006,2009
"Wood pulp & paper scrap",1047,"Semi chemical Woodpulp",104705,"Paper Goods",10,33836.99999999999,2009
"Wood pulp & paper scrap",1047,"Recovered Paper Pulp",104706,"Paper Goods",10,585342,2009
"Wood pulp & paper scrap",1047,"Recovered Paper",104707,"Paper Goods",10,19947046,2009
"Paper articles",1048,"Newsprint",104801,"Paper Goods",10,99861608,2009
"Paper articles",1048,"Uncoated Paper",104802,"Paper Goods",10,87280650,2009
"Paper articles",1048,"Tissue",104803,"Paper Goods",10,26842542,2009
"Paper articles",1048,"Kraft Paper",104804,"Paper Goods",10,27000601,2009
"Paper articles",1048,"Other Uncoated Paper",104805,"Paper Goods",10,16594219,2009
"Paper articles",1048,"Vegetable Parchment",104806,"Paper Goods",10,2678569,2009
"Paper articles",1048,"Composite Paper",104807,"Paper Goods",10,1139875,2009
"Paper articles",1048,"Corrugated Paper",104808,"Paper Goods",10,7046779,2009
"Paper articles",1048,"Carbon Paper",104809,"Paper Goods",10,11236628,2009
"Paper articles",1048,"Kaolin Coated Paper",104810,"Paper Goods",10,72630307,2009
"Paper articles",1048,"Cellulose Fibers Paper",104811,"Paper Goods",10,86241063,2009
"Paper articles",1048,"Paper Pulp Filter Blocks",104812,"Paper Goods",10,438845,2009
"Paper articles",1048,"Cigarette Paper",104813,"Paper Goods",10,3257476,2009
"Paper articles",1048,"Wallpaper",104814,"Paper Goods",10,1175620,2009
"Paper articles",1048,"Paper Floor Coverings",104815,"Paper Goods",10,40.99999999999999,2009
"Paper articles",1048,"Other Carbon Paper",104816,"Paper Goods",10,7651662,2009
"Paper articles",1048,"Letter Stock",104817,"Paper Goods",10,1426469,2009
"Paper articles",1048,"Toilet Paper",104818,"Paper Goods",10,221556124,2009
"Paper articles",1048,"Paper Containers",104819,"Paper Goods",10,71585748,2009
"Paper articles",1048,"Paper Notebooks",104820,"Paper Goods",10,25221791,2009
"Paper articles",1048,"Paper Labels",104821,"Paper Goods",10,3825993,2009
"Paper articles",1048,"Paper Spools",104822,"Paper Goods",10,866565.0000000001,2009
"Paper articles",1048,"Shaped Paper",104823,"Paper Goods",10,18843630,2009
"Books, newspapers, & other prints",1049,"Brochures",104901,"Paper Goods",10,91181608,2009
"Books, newspapers, & other prints",1049,"Newspapers",104902,"Paper Goods",10,17077084,2009
"Books, newspapers, & other prints",1049,"Children's Picture Books",104903,"Paper Goods",10,1231436,2009
"Books, newspapers, & other prints",1049,"Sheet Music",104904,"Paper Goods",10,71044,2009
"Books, newspapers, & other prints",1049,"Maps",104905,"Paper Goods",10,27944537.000000004,2009
"Books, newspapers, & other prints",1049,"Architectural Plans",104906,"Paper Goods",10,87409,2009
"Books, newspapers, & other prints",1049,"Documents of title (bonds etc) and unused stamps",104907,"Paper Goods",10,33159035,2009
"Books, newspapers, & other prints",1049,"Decals",104908,"Paper Goods",10,9856604,2009
"Books, newspapers, & other prints",1049,"Postcards",104909,"Paper Goods",10,1272512,2009
"Books, newspapers, & other prints",1049,"Calendars",104910,"Paper Goods",10,497239,2009
"Books, newspapers, & other prints",1049,"Other Printed Material",104911,"Paper Goods",10,36978024,2009
"Silk",1150,"Silk Waste",115003,"Textiles",11,7041,2009
"Silk",1150,"Non-Retail Silk Yarn",115004,"Textiles",11,16042,2009
"Silk",1150,"Silk Waste Yarn",115005,"Textiles",11,5,2009
"Silk",1150,"Silk Fabrics",115007,"Textiles",11,307882,2009
"Wool & animal hair",1151,"Wool",115101,"Textiles",11,3991,2009
"Wool & animal hair",1151,"Garnetted Wool or Animal Hair",115104,"Textiles",11,420000,2009
"Wool & animal hair",1151,"Prepared Wool or Animal Hair",115105,"Textiles",11,93318,2009
"Wool & animal hair",1151,"Non-Retail Combed Wool Yarn",115107,"Textiles",11,52910,2009
"Wool & animal hair",1151,"Non-Retail Animal Hair Yarn",115108,"Textiles",11,156,2009
"Wool & animal hair",1151,"Retail Wool or Animal Hair Yarn",115109,"Textiles",11,4069,2009
"Wool & animal hair",1151,"Horsehair Yarn",115110,"Textiles",11,14264,2009
"Wool & animal hair",1151,"Carded Wool or Animal Hair Fabric",115111,"Textiles",11,131863,2009
"Wool & animal hair",1151,"Combed Wool or Animal Hair Fabric",115112,"Textiles",11,3229428,2009
"Wool & animal hair",1151,"Horsehair Fabric",115113,"Textiles",11,6370,2009
"Cotton",1152,"Raw Cotton",115201,"Textiles",11,10210149,2009
"Cotton",1152,"Cotton Waste",115202,"Textiles",11,1088528,2009
"Cotton",1152,"Prepared Cotton",115203,"Textiles",11,904569,2009
"Cotton",1152,"Cotton Sewing Thread",115204,"Textiles",11,1070780,2009
"Cotton",1152,"Non-Retail Pure Cotton Yarn",115205,"Textiles",11,30417696,2009
"Cotton",1152,"Non-Retail Mixed Cotton Yarn",115206,"Textiles",11,11724260,2009
"Cotton",1152,"Retail Cotton Yarn",115207,"Textiles",11,1529088,2009
"Cotton",1152,"Light Pure Woven Cotton",115208,"Textiles",11,40405678,2009
"Cotton",1152,"Heavy Pure Woven Cotton",115209,"Textiles",11,78284962,2009
"Cotton",1152,"Light Mixed Woven Cotton",115210,"Textiles",11,16996896,2009
"Cotton",1152,"Heavy Mixed Woven Cotton",115211,"Textiles",11,45618580,2009
"Cotton",1152,"Other Cotton Fabrics",115212,"Textiles",11,3526323,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Fibers",115301,"Textiles",11,4628,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Hemp Fibers",115302,"Textiles",11,8,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute and Other Textile Fibers",115303,"Textiles",11,28203,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Sisal, Agave, raw, processed, not spun, tow and waste",115304,"Textiles",11,413238,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Coconut and Other Vegetable Fibers",115305,"Textiles",11,261000,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Yarn",115306,"Textiles",11,27522,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute Yarn",115307,"Textiles",11,562,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Yarn",115308,"Textiles",11,15594.999999999998,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Woven Fabric",115309,"Textiles",11,813812,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute Woven Fabric",115310,"Textiles",11,249670,2009
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Fabric",115311,"Textiles",11,246203,2009
"Man-made filaments",1154,"Artificial Filament Sewing Thread",115401,"Textiles",11,3116542,2009
"Man-made filaments",1154,"Non-Retail Synthetic Filament Yarn",115402,"Textiles",11,12515008,2009
"Man-made filaments",1154,"Non-Retail Artificial Filament Yarn",115403,"Textiles",11,739382,2009
"Man-made filaments",1154,"Synthetic Monofilament",115404,"Textiles",11,2012566,2009
"Man-made filaments",1154,"Artificial Monofilament",115405,"Textiles",11,112226,2009
"Man-made filaments",1154,"Retail Artificial Filament Yarn",115406,"Textiles",11,511458,2009
"Man-made filaments",1154,"Synthetic Filament Yarn Woven Fabric",115407,"Textiles",11,110043283,2009
"Man-made filaments",1154,"Artificial Filament Yarn Woven Fabric",115408,"Textiles",11,3770220,2009
"Man-made staple fibres",1155,"Synthetic Filament Tow",115501,"Textiles",11,303031,2009
"Man-made staple fibres",1155,"Artificial Filament Tow",115502,"Textiles",11,117713,2009
"Man-made staple fibres",1155,"Unprocessed Synthetic Staple Fibers",115503,"Textiles",11,6156145,2009
"Man-made staple fibres",1155,"Unprocessed Artificial Staple Fibers",115504,"Textiles",11,377101,2009
"Man-made staple fibres",1155,"Artificial Fibers Waste",115505,"Textiles",11,218239,2009
"Man-made staple fibres",1155,"Processed Synthetic Staple Fibers",115506,"Textiles",11,776147,2009
"Man-made staple fibres",1155,"Processed Artificial Staple Fibers",115507,"Textiles",11,320249,2009
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Sewing Thread",115508,"Textiles",11,4188915.0000000005,2009
"Man-made staple fibres",1155,"Non-Retail Synthetic Staple Fibers Yarn",115509,"Textiles",11,30950507,2009
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Yarn",115510,"Textiles",11,1110872.9999999998,2009
"Man-made staple fibres",1155,"Retail Artificial Staple Fibers Yarn",115511,"Textiles",11,822684,2009
"Man-made staple fibres",1155,"Synthetic Fabrics",115512,"Textiles",11,6357257,2009
"Man-made staple fibres",1155,"Light Synthetic Cotton Fabrics",115513,"Textiles",11,36402160,2009
"Man-made staple fibres",1155,"Heavy Synthetic Cotton Fabrics",115514,"Textiles",11,14815399,2009
"Man-made staple fibres",1155,"Other Synthetic Fabrics",115515,"Textiles",11,30723008,2009
"Man-made staple fibres",1155,"Woven Fabric of Synthetic Staple Fibers",115516,"Textiles",11,14473292,2009
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Wadding",115601,"Textiles",11,29709736,2009
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Felt",115602,"Textiles",11,11176064,2009
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Non-woven Textiles",115603,"Textiles",11,33215680,2009
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Rubber Textiles",115604,"Textiles",11,578483,2009
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Metallic Yarn",115605,"Textiles",11,696974,2009
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Gimp Yarn",115606,"Textiles",11,513642,2009
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine and Rope",115607,"Textiles",11,3280076,2009
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",115608,"Textiles",11,8103667,2009
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Other Articles of Twine and Rope",115609,"Textiles",11,1193721,2009
"Carpets & textile floor covers",1157,"Knotted Carpets",115701,"Textiles",11,1231599,2009
"Carpets & textile floor covers",1157,"Hand-Woven Rugs",115702,"Textiles",11,3034365,2009
"Carpets & textile floor covers",1157,"Tufted Carpets",115703,"Textiles",11,3080931,2009
"Carpets & textile floor covers",1157,"Felt Carpets",115704,"Textiles",11,204493,2009
"Carpets & textile floor covers",1157,"Other Carpets",115705,"Textiles",11,5286842,2009
"Special woven fabrics and tapestries",1158,"Woven Fabrics",115801,"Textiles",11,7452715,2009
"Special woven fabrics and tapestries",1158,"Terry Fabric",115802,"Textiles",11,10579673,2009
"Special woven fabrics and tapestries",1158,"Gauze",115803,"Textiles",11,477194,2009
"Special woven fabrics and tapestries",1158,"Tulles and Net Fabric",115804,"Textiles",11,4017398,2009
"Special woven fabrics and tapestries",1158,"Hand-Woven Tapestries",115805,"Textiles",11,258957,2009
"Special woven fabrics and tapestries",1158,"Narrow Woven Fabric",115806,"Textiles",11,3625647,2009
"Special woven fabrics and tapestries",1158,"Labels",115807,"Textiles",11,3171905.0000000005,2009
"Special woven fabrics and tapestries",1158,"Ornamental Trimmings",115808,"Textiles",11,1402939,2009
